Details,Posting Date,Description,Amount,Type,Balance
DEBIT,6/30/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-61.7,ACH_DEBIT,1427
DEBIT,6/30/2020,STRACK & VAN TIL #8787 CROWN POINT IN        06/29,-14,DEBIT_CARD,1488.7
DEBIT,6/30/2020,CHIPOTLE 3282 CROWN POINT IN                 06/29,-25.47,DEBIT_CARD,1502.7
DEBIT,6/29/2020,WALGREENS #12812 CROWN POINT IN              06/27,-80.24,DEBIT_CARD,1528.17
CREDIT,6/29/2020,ATM CHECK DEPOSIT 06/28 115 S COURT ST CROWN POINT IN,610,ATM_DEPOSIT,1608.41
DEBIT,6/23/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-53.56,ACH_DEBIT,998.41
DEBIT,6/22/2020,Wal-Mart Super Center MERRILLVILLE IN        06/22,-53.44,DEBIT_CARD,1051.97
DEBIT,6/22/2020,WALGREENS STORE 1520 S CROWN POINT IN107057  06/22,-14.51,DEBIT_CARD,1105.41
DEBIT,6/22/2020,STRACK & VAN TIL #8787 CROWN POINT IN        06/21,-33.39,DEBIT_CARD,1119.92
DEBIT,6/22/2020,CASEYS HEBRON 215 N MA HEBRON IN     664160  06/21,-8.57,DEBIT_CARD,1153.31
DEBIT,6/22/2020,BEST BUY      00009514 VALPARAISO IN         06/21,-106.99,DEBIT_CARD,1161.88
DEBIT,6/22/2020,FAHRENHEIT TWO TWELVE CROWN POINT IN         06/20,-26.39,DEBIT_CARD,1268.87
DEBIT,6/22/2020,FAMILY EXPRESS #66 CROWN POINT IN            06/20,-43.32,DEBIT_CARD,1295.26
DEBIT,6/22/2020,INTERNATIONAL SUBARU MERRILLVILLE IN         06/19,-83.69,DEBIT_CARD,1338.58
DEBIT,6/19/2020,Online Transfer to SAV ...9797 transaction#: 9803609324 06/19,-1000,ACCT_XFER,1422.27
DEBIT,6/19/2020,Online Transfer to SAV ...9797 transaction#: 9803604005 06/19,-1000,ACCT_XFER,2422.27
CREDIT,6/19/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3422.27
DEBIT,6/18/2020,Amazon Prime*MS5522L Amzn.com/bill WA        06/18,-14.11,DEBIT_CARD,952.22
DEBIT,6/18/2020,WALGREENS STORE 1520 S CROWN POINT IN464354  06/18,-0.51,DEBIT_CARD,966.33
DEBIT,6/18/2020,FAMILY EXPRESS #65 CROWN POINT IN            06/16,-4.01,DEBIT_CARD,966.84
DEBIT,6/17/2020,SQ *CHEMSHAW 13 DONUTZ Crown Point IN        06/17,-3.75,DEBIT_CARD,970.85
DEBIT,6/16/2020,FAMILY EXPRESS CROWN POINT IN                06/16,-36.2,DEBIT_CARD,974.6
DEBIT,6/15/2020,MCDONALD'S F2919 SHELBYVILLE IN              06/14,-7.12,DEBIT_CARD,1010.8
DEBIT,6/15/2020,CORK LIQUORS X SHELBYVILLE IN                06/13,-27.8,DEBIT_CARD,1017.92
DEBIT,6/15/2020,WAL-MART #0884 SHELBYVILLE IN                06/13,-15.56,DEBIT_CARD,1045.72
DEBIT,6/15/2020,STARBUCKS STORE 13249 SHELBYVILLE IN         06/13,-12.69,DEBIT_CARD,1061.28
DEBIT,6/15/2020,PILOT         00006536 HEBRON IN             06/12,-21.01,DEBIT_CARD,1073.97
DEBIT,6/15/2020,PP*CHEMSHAW13D CROWN POINT IN                06/12,-15.95,DEBIT_CARD,1094.98
CREDIT,6/15/2020,Online Transfer 9761329288 from Fifth Third Checking ######0462 transaction #: 9761329288 06/15,200,ACCT_XFER,1110.93
DEBIT,6/10/2020,HLU*Hulu 16100496516 HULU.COM/BILL CA        06/10,-13.03,DEBIT_CARD,910.93
DEBIT,6/10/2020,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        06/09,-23.88,DEBIT_CARD,923.96
CREDIT,6/10/2020,VENMO            CASHOUT                    PPD ID: 5264681992,34,ACH_CREDIT,947.84
DEBIT,6/8/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          06/06,-69.68,DEBIT_CARD,913.84
DEBIT,6/8/2020,JEWEL OSCO 0076 CROWN POINT IN       453153  06/07,-67.03,DEBIT_CARD,983.52
DEBIT,6/8/2020,FAMILY EXPRESS CROWN POINT IN                06/07,-34.6,DEBIT_CARD,1050.55
DEBIT,6/8/2020,CULVERS OF CROWN POINT CROWN POINT IN        06/07,-11.12,DEBIT_CARD,1085.15
DEBIT,6/5/2020,Online Transfer to SAV ...9797 transaction#: 9730531570 06/05,-2000,ACCT_XFER,1096.27
DEBIT,6/5/2020,Online Payment 9730514092 To ALA 5817 06/05,-432.61,LOAN_PMT,3096.27
DEBIT,6/5/2020,SPORT CLIPS - IN605 - CROWN POINT IN         06/04,-27,DEBIT_CARD,3528.88
CREDIT,6/5/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.06,ACH_CREDIT,3555.88
DEBIT,6/4/2020,PP*CHEMSHAW13D CROWN POINT IN                06/03,-8.96,DEBIT_CARD,1085.82
DEBIT,6/4/2020,REI.COM 800-426-4840 WA                      06/04,-39.33,DEBIT_CARD,1094.78
DEBIT,6/4/2020,AMERICAN AIR00121282763 FORT WORTH TX        06/02,-157.8,DEBIT_CARD,1134.11
DEBIT,6/3/2020,SIP COFFEE HOUSE CROWN POINT IN              06/02,-8.54,DEBIT_CARD,1291.91
DEBIT,6/3/2020,ZODIAC CAFE AND LOUNGE CROWN POINT IN        05/31,-26.4,DEBIT_CARD,1300.45
DEBIT,6/2/2020,WEIDNER-WF-DPTEX WEB PMTS   L6DGX5          WEB ID: 9000200905,-1444.95,ACH_DEBIT,1326.85
DEBIT,6/2/2020,CULVERS OF CROWN POINT CROWN POINT IN        06/01,-14.43,DEBIT_CARD,2771.8
DEBIT,6/2/2020,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        06/01,-16.28,DEBIT_CARD,2786.23
DEBIT,6/2/2020,DUNKIN #352549 Q35 CROWN POINT IN            06/01,-4.67,DEBIT_CARD,2802.51
CREDIT,6/2/2020,STATEOFMICHIGAN  PMT/REFUND                 PPD ID: 014-INCTAX,14,ACH_CREDIT,2807.18
DEBIT,6/1/2020,GOOGLE*YOUTUBE MUSIC INTERNET CA             05/30,-10.85,DEBIT_CARD,2793.18
DEBIT,6/1/2020,STRACK & VAN TIL #8787 CROWN POINT IN        05/31,-62,DEBIT_CARD,2804.03
DEBIT,6/1/2020,SHELL OIL 12671876006 LAFAYETTE IN           05/30,-9.45,DEBIT_CARD,2866.03
DEBIT,6/1/2020,SPEEDWAY 07373 1 100 E CROWN POINT IN536170  05/30,-28.62,DEBIT_CARD,2875.48
DEBIT,6/1/2020,SIP COFFEE HOUSE CROWN POINT IN              05/31,-11.9,DEBIT_CARD,2904.1
DEBIT,6/1/2020,CVS/PHARMACY #02665 CROWNPOINT IN            05/29,-52.72,DEBIT_CARD,2916
CREDIT,6/1/2020,Online Transfer from SAV ...9797 transaction#: 9700632533,400,ACCT_XFER,2968.72
DEBIT,5/28/2020,Online Transfer to SAV ...9797 transaction#: 9680162014 05/28,-3000,ACCT_XFER,2568.72
CREDIT,5/28/2020,IRS  TREAS 310     TAX REF                  PPD ID: 9111736946,2866,ACH_CREDIT,5568.72
DEBIT,5/27/2020,SEC BACK OFFICE 602-5087550 AZ               05/26,-22.5,DEBIT_CARD,2702.72
DEBIT,5/27/2020,M-46 CITGO HOWARD CITY MI                    05/25,-3.78,DEBIT_CARD,2725.22
DEBIT,5/26/2020,Online Transfer to SAV ...9797 transaction#: 9662071097 05/26,-400,ACCT_XFER,2729
DEBIT,5/26/2020,OLD AU GRAYLING MI                           05/22,-444.59,DEBIT_CARD,3129
CREDIT,5/26/2020,AZ DEPT OF REV   Tax Refund                 PPD ID: 1866004799,341,ACH_CREDIT,3573.59
DEBIT,5/22/2020,Online Transfer to SAV ...9797 transaction#: 9656045743 05/22,-1000,ACCT_XFER,3232.59
DEBIT,5/22/2020,SPEEDWAY 06512 8 859 I HOLLAND MI    128309  05/22,-3.98,DEBIT_CARD,4232.59
CREDIT,5/22/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.04,ACH_CREDIT,4236.57
DEBIT,5/20/2020,Amazon Prime*M79K71F Amzn.com/bill WA        05/20,-14.11,DEBIT_CARD,1766.53
DEBIT,5/20/2020,TEAMTREEHOUSE.COM 800-928-2130 FL            05/20,-25,DEBIT_CARD,1780.64
DEBIT,5/20/2020,TAVERN ON MAIN CROWN POINT IN                05/19,-15.84,DEBIT_CARD,1805.64
DEBIT,5/19/2020,STRACK & VAN TIL 200 W CROWN POINT IN215529  05/19,-34.28,DEBIT_CARD,1821.48
DEBIT,5/18/2020,STRACK & VAN TIL 200 W CROWN POINT IN541636  05/16,-23.03,DEBIT_CARD,1855.76
DEBIT,5/18/2020,FAMILY EXPRESS #66 CROWN POINT IN            05/16,-28.36,DEBIT_CARD,1878.79
DEBIT,5/18/2020,LUCREZIA RISTORANTE CROWN POINT IN           05/15,-44.72,DEBIT_CARD,1907.15
DEBIT,5/18/2020,FAHRENHEIT TWO TWELVE CROWN POINT IN         05/14,-30.79,DEBIT_CARD,1951.87
DEBIT,5/12/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-42.46,ACH_DEBIT,1982.66
DEBIT,5/11/2020,HLU*Hulu 16100496588 HULU.COM/BILL CA        05/10,-13.03,DEBIT_CARD,2025.12
DEBIT,5/11/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          05/09,-77.48,DEBIT_CARD,2038.15
DEBIT,5/11/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          05/09,-132.92,DEBIT_CARD,2115.63
DEBIT,5/11/2020,APPLE.COM/BILL 866-712-7753 CA               05/11,-1.08,DEBIT_CARD,2248.55
DSLIP,5/11/2020,REMOTE ONLINE DEPOSIT #          1,24,CHECK_DEPOSIT,2249.63
DSLIP,5/11/2020,REMOTE ONLINE DEPOSIT #          1,165,CHECK_DEPOSIT,2225.63
DEBIT,5/8/2020,Online Transfer to SAV ...9797 transaction#: 9578931738 05/08,-1000,ACCT_XFER,2060.63
DEBIT,5/8/2020,Online Payment 9578896989 To ALA 5817 05/08,-432.61,LOAN_PMT,3060.63
CREDIT,5/8/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.06,ACH_CREDIT,3493.24
DEBIT,5/4/2020,WEIDNER-WF-DPTEX WEB PMTS   5KH6S5          WEB ID: 9000200905,-1450.29,ACH_DEBIT,1023.18
DEBIT,5/1/2020,GOOGLE *YouTube Music 855-836-3987 CA        04/30,-10.85,DEBIT_CARD,2473.47
DEBIT,5/1/2020,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        04/30,-39.07,DEBIT_CARD,2484.32
DEBIT,4/27/2020,TWIN LAKES FISH AND GA MONTICELLO IN 247861  04/26,-158.85,DEBIT_CARD,2523.39
DEBIT,4/27/2020,USPS CHANGE OF ADDRES 800-238-3150 TN        04/25,-1.05,DEBIT_CARD,2682.24
DEBIT,4/24/2020,Online Transfer to SAV ...9797 transaction#: 9500243859 04/24,-1000,ACCT_XFER,2683.29
CREDIT,4/24/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.04,ACH_CREDIT,3683.29
DEBIT,4/20/2020,TEAMTREEHOUSE.COM 800-928-2130 OR            04/20,-25,DEBIT_CARD,1213.25
DEBIT,4/16/2020,SPEEDWAY 07373 1 100 E CROWN POINT IN204894  04/16,-28.8,DEBIT_CARD,1238.25
DEBIT,4/14/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-67.57,ACH_DEBIT,1267.05
DEBIT,4/13/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          04/11,-132.57,DEBIT_CARD,1334.62
DEBIT,4/10/2020,HLU*Hulu 16100496521 HULU.COM/BILL CA        04/10,-13.03,DEBIT_CARD,1467.19
DEBIT,4/10/2020,Online Transfer to SAV ...9797 transaction#: 9429269316 04/10,-1500,ACCT_XFER,1480.22
DEBIT,4/10/2020,Online Payment 9429205186 To ALA 5817 04/10,-432.61,LOAN_PMT,2980.22
DEBIT,4/10/2020,FAHRENHEIT TWO TWELVE CROWN POINT IN         04/08,-62.88,DEBIT_CARD,3412.83
CREDIT,4/10/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.06,ACH_CREDIT,3475.71
DEBIT,4/9/2020,NINTENDO    *AMERICAU 800-255-3700 WA        04/09,-21.57,DEBIT_CARD,1005.65
DEBIT,4/6/2020,CARRIAGE COURT PIZZA CROWN POINT IN          04/03,-48.71,DEBIT_CARD,1027.22
DEBIT,4/2/2020,WEIDNER-WF-DPTEX WEB PMTS   TMFWM5          WEB ID: 9000200905,-1438.06,ACH_DEBIT,1075.93
DEBIT,4/2/2020,ARDUINO STORE HTTPSSTORE.AR MA               04/01,-113.49,DEBIT_CARD,2513.99
DEBIT,3/31/2020,GOOGLE*YOUTUBE MUSIC INTERNET CA             03/30,-10.85,DEBIT_CARD,2627.48
DEBIT,3/27/2020,Online Transfer to SAV ...9797 transaction#: 9358992208 03/27,-1000,ACCT_XFER,2638.33
CREDIT,3/27/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3638.33
DEBIT,3/26/2020,BUCKS BICYCLE SHOP INC VALPARAISO IN         03/25,-42.75,DEBIT_CARD,1168.28
DEBIT,3/24/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-119.44,ACH_DEBIT,1211.03
DEBIT,3/23/2020,NON-CHASE ATM FEE-WITH,-2.5,FEE_TRANSACTION,1330.47
DEBIT,3/23/2020,PHILLIPS 66 - PHILLIPS EUREKA MO             03/21,-27.61,DEBIT_CARD,1332.97
DEBIT,3/23/2020,PHILLIPS 66 EURE EUREKA MO           761189  03/21,-6.01,DEBIT_CARD,1360.58
DEBIT,3/23/2020,QT 41 TULSA OK                               03/21,-13.77,DEBIT_CARD,1366.59
DEBIT,3/23/2020,NON-CHASE ATM WITHDRAW               759491  03/215300 NE 1,-43,ATM,1380.36
DEBIT,3/23/2020,7 ELEVEN 27 DEL CITY OK              615204  03/21,-2.17,DEBIT_CARD,1423.36
DEBIT,3/23/2020,SHELL SERVICE S CANUTE OK                    03/21,-11.72,DEBIT_CARD,1425.53
DEBIT,3/23/2020,SHELL SERVICE S CANUTE OK                    03/21,-2.2,DEBIT_CARD,1437.25
DEBIT,3/23/2020,STORE 2006 SHAMROCK TX                       03/21,-2.09,DEBIT_CARD,1439.45
DEBIT,3/23/2020,TOOT #78 N TOTUM AMARILLO TX         070251  03/21,-16.95,DEBIT_CARD,1441.54
DEBIT,3/23/2020,ALLSUPS #0291 2252 ROU SANTA ROSA NM 257172  03/21,-6.58,DEBIT_CARD,1458.49
DEBIT,3/23/2020,PHILLIPS 66 - MR GAS 13 EDGEWOOD NM          03/21,-26.66,DEBIT_CARD,1465.07
DEBIT,3/20/2020,SPEEDWAY 02951 9 910 S PAYSON AZ     819969  03/20,-26.62,DEBIT_CARD,1491.73
DEBIT,3/20/2020,TEAMTREEHOUSE.COM 800-928-2130 FL            03/20,-25,DEBIT_CARD,1518.35
CREDIT,3/19/2020,VENMO            CASHOUT                    PPD ID: 5264681992,55,ACH_CREDIT,1543.35
DEBIT,3/18/2020,Amazon Prime*JC7J06E Amzn.com/bill WA        03/18,-14.11,DEBIT_CARD,1488.35
DEBIT,3/18/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/18,-1,DEBIT_CARD,1502.46
DEBIT,3/17/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/16,-1,DEBIT_CARD,1503.46
DEBIT,3/17/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/16,-1,DEBIT_CARD,1504.46
DEBIT,3/16/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-67.12,ACH_DEBIT,1505.46
DEBIT,3/16/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          03/14,-132.57,DEBIT_CARD,1572.58
DEBIT,3/16/2020,CVS/PHARMACY #08366 PHOENIX AZ               03/15,-61.54,DEBIT_CARD,1705.15
DEBIT,3/16/2020,TRADER JOE'S #090  QPS PHOENIX AZ            03/15,-56.09,DEBIT_CARD,1766.69
DEBIT,3/16/2020,TARGET        00032615 PHOENIX AZ            03/15,-64.85,DEBIT_CARD,1822.78
DEBIT,3/16/2020,CULINARY DROPOUT SCOTTSDALE AZ               03/14,-12.94,DEBIT_CARD,1887.63
DEBIT,3/16/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/15,-1,DEBIT_CARD,1900.57
DEBIT,3/13/2020,Online Payment 9296315832 To ALA 5817 03/13,-432.61,LOAN_PMT,1901.57
DEBIT,3/13/2020,Online Transfer to SAV ...9797 transaction#: 9296306687 03/13,-1000,ACCT_XFER,2334.18
DEBIT,3/13/2020,TARGET        00032615 PHOENIX AZ            03/12,-22.68,DEBIT_CARD,3334.18
DEBIT,3/13/2020,FRY'S FOOD DRG 129 PHOENIX AZ                03/12,-62.27,DEBIT_CARD,3356.86
CREDIT,3/13/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3419.13
DEBIT,3/12/2020,TFK OLO #1001 olo.com AZ                     03/12,-45.81,DEBIT_CARD,949.08
DEBIT,3/12/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/12,-1,DEBIT_CARD,994.89
DEBIT,3/12/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/12,-1,DEBIT_CARD,995.89
DEBIT,3/12/2020,TARGET        00032615 PHOENIX AZ            03/11,-28.77,DEBIT_CARD,996.89
DEBIT,3/12/2020,FRY'S FOOD DRG 129 PHOENIX AZ                03/10,-26.5,DEBIT_CARD,1025.66
DEBIT,3/12/2020,AMZN Mktp US*8706I61 Amzn.com/bill WA        03/12,-299.71,DEBIT_CARD,1052.16
DEBIT,3/12/2020,Steamgames.com42595229 425-9522985 WA        03/12,-43.43,DEBIT_CARD,1351.87
DEBIT,3/11/2020,Amazon Prime*JR3ZG02 Amzn.com/bill WA        03/11,-2.16,DEBIT_CARD,1395.3
DEBIT,3/11/2020,BEST BUY #253 PHOENIX AZ             340758  03/11,-10.85,DEBIT_CARD,1397.46
DEBIT,3/11/2020,ARCO #42554 AMPM PHOENIX AZ                  03/11,-45.56,DEBIT_CARD,1408.31
DEBIT,3/11/2020,AMZN Mktp US*BY0TT8J Amzn.com/bill WA        03/11,-145.49,DEBIT_CARD,1453.87
DEBIT,3/11/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/11,-1,DEBIT_CARD,1599.36
DEBIT,3/11/2020,FRY'S FOOD DRG 088 PHOENIX AZ                03/10,-6.53,DEBIT_CARD,1600.36
DEBIT,3/11/2020,STARBUCKS STORE 05534 PHOENIX AZ             03/10,-2.33,DEBIT_CARD,1606.89
DEBIT,3/10/2020,HLU*Hulu 16100496574 HULU.COM/BILL CA        03/10,-13.03,DEBIT_CARD,1609.22
DEBIT,3/10/2020,FRY'S FOOD DRG 088 PHOENIX AZ                03/09,-7.3,DEBIT_CARD,1622.25
DEBIT,3/10/2020,SPOONZ CAFE PHOENIX AZ                       03/09,-2.77,DEBIT_CARD,1629.55
DEBIT,3/10/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           03/09,-42.37,DEBIT_CARD,1632.32
CREDIT,3/10/2020,Online Transfer from SAV ...9797 transaction#: 9286593233,500,ACCT_XFER,1674.69
DEBIT,3/9/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/08,-1,DEBIT_CARD,1174.69
DEBIT,3/9/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/08,-1,DEBIT_CARD,1175.69
DEBIT,3/9/2020,PF CHANGS #9978 SCOTTSDALE AZ                03/07,-7.48,DEBIT_CARD,1176.69
DEBIT,3/9/2020,BARRIO QUEEN - SCOTTSDA SCOTTSDALE AZ        03/07,-30.93,DEBIT_CARD,1184.17
DEBIT,3/9/2020,USCONNECT ACEVN VEND  N TEMPE AZ             03/07,-1,DEBIT_CARD,1215.1
CREDIT,3/9/2020,Online Transfer 9266038212 from Fifth Third Checking ######0462 transaction #: 9266038212 03/09,200,ACCT_XFER,1216.1
CREDIT,3/9/2020,ATM CHECK DEPOSIT 03/07 5041 N 16TH ST PHOENIX AZ,200,ATM_DEPOSIT,1016.1
DEBIT,3/6/2020,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        03/05,-10.99,DEBIT_CARD,816.1
DEBIT,3/6/2020,TRUE FOOD KITCHEN #1001 PHOENIX AZ           03/04,-42.3,DEBIT_CARD,827.09
DEBIT,3/6/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           03/05,-29.87,DEBIT_CARD,869.39
DEBIT,3/5/2020,FRY'S FOOD DRG 129 PHOENIX AZ                03/04,-12.98,DEBIT_CARD,899.26
DEBIT,3/4/2020,CHEVRON 0308116 SEDONA AZ                    03/03,-1.99,DEBIT_CARD,912.24
DEBIT,3/4/2020,PICAZZO'S ORGANIC ITAL SEDONA AZ             03/03,-50.47,DEBIT_CARD,914.23
DEBIT,3/4/2020,RED ROCKS PARKING SEDONA AZ                  03/03,-5,DEBIT_CARD,964.7
DEBIT,3/4/2020,SAFEWAY #1207 SEDONA AZ                      03/03,-7.03,DEBIT_CARD,969.7
DEBIT,3/3/2020,WEIDNER-WF-DPTEX WEB PMTS   TQ29J5          WEB ID: 9000200905,-1000,ACH_DEBIT,976.73
DEBIT,3/3/2020,GRIMALDI'S PIZZA #01101 SCOTTSDALE AZ        03/02,-20.21,DEBIT_CARD,1976.73
DEBIT,3/2/2020,GOOGLE*YOUTUBE MUSIC INTERNET CA             02/29,-10.85,DEBIT_CARD,1996.94
DEBIT,3/2/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/29,-5.99,DEBIT_CARD,2007.79
DEBIT,3/2/2020,POSTINO CENTRAL PHOENIX AZ                   02/29,-20.37,DEBIT_CARD,2013.78
DEBIT,3/2/2020,REI #56 PARADISE VAL 1 PHOENIX AZ            02/29,-155.03,DEBIT_CARD,2034.15
DEBIT,3/2/2020,USERY MOUNTAIN REGIONAL MESA AZ              03/01,-7,DEBIT_CARD,2189.18
DEBIT,3/2/2020,TORTILLA FLAT - MAIN TORTILLA FLAT AZ        03/01,-8.75,DEBIT_CARD,2196.18
DEBIT,3/2/2020,TARGET        00002337 PHOENIX AZ            03/01,-8.97,DEBIT_CARD,2204.93
DEBIT,3/2/2020,REI #56 PARADISE VAL 1 PHOENIX AZ            03/01,-42.03,DEBIT_CARD,2213.9
DEBIT,3/2/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           02/29,-23.61,DEBIT_CARD,2255.93
CREDIT,3/2/2020,VENMO            CASHOUT                    PPD ID: 5264681992,100,ACH_CREDIT,2279.54
DEBIT,2/28/2020,AT HOME #95 PHOENIX AZ                       02/28,-217.19,DEBIT_CARD,2179.54
DEBIT,2/28/2020,Online Transfer to SAV ...9797 transaction#: 9238911681 02/28,-1000,ACCT_XFER,2396.73
DEBIT,2/28/2020,A EAGLE OUTFTR00006288 SCOTTSDALE AZ         02/27,-96.61,DEBIT_CARD,3396.73
DEBIT,2/28/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/27,-6.85,DEBIT_CARD,3493.34
CREDIT,2/28/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3500.19
DEBIT,2/27/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-65.15,ACH_DEBIT,1030.14
DEBIT,2/27/2020,CHIPOTLE 1684 PHOENIX AZ                     02/26,-7.76,DEBIT_CARD,1095.29
DEBIT,2/26/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/25,-5.87,DEBIT_CARD,1103.05
CREDIT,2/26/2020,Online Transfer 9223254598 from Fifth Third Checking ######0462 transaction #: 9223254598 02/26,200,ACCT_XFER,1108.92
DEBIT,2/25/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/24,-5.68,DEBIT_CARD,908.92
DEBIT,2/25/2020,LUCI'S AT THE ORCHARD PHOENIX AZ             02/24,-37.04,DEBIT_CARD,914.6
DEBIT,2/24/2020,SHELL SERVICE S PHOENIX AZ                   02/24,-48.56,DEBIT_CARD,951.64
DEBIT,2/24/2020,FRY'S MKTPLACE 612 PHOENIX AZ                02/23,-43.82,DEBIT_CARD,1000.2
DEBIT,2/24/2020,OHSO BREWERY PV PHOENIX AZ                   02/24,-40.67,DEBIT_CARD,1044.02
DEBIT,2/24/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/22,-10.98,DEBIT_CARD,1084.69
DEBIT,2/24/2020,TRUE FOOD KITCHEN #1001 PHOENIX AZ           02/22,-19.94,DEBIT_CARD,1095.67
DEBIT,2/24/2020,7619 Dominos Pizza 734-930-3030 AZ           02/21,-13.01,DEBIT_CARD,1115.61
DEBIT,2/24/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/21,-5.97,DEBIT_CARD,1128.62
DEBIT,2/21/2020,SPORT CLIPS - AZ141 - P PHOENIX AZ           02/20,-28,DEBIT_CARD,1134.59
DEBIT,2/21/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/20,-14.77,DEBIT_CARD,1162.59
DEBIT,2/20/2020,TEAMTREEHOUSE.COM 800-928-2130 FL            02/20,-25,DEBIT_CARD,1177.36
DEBIT,2/20/2020,TARGET        00032615 PHOENIX AZ            02/19,-5.99,DEBIT_CARD,1202.36
DEBIT,2/19/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-110.66,ACH_DEBIT,1208.35
CREDIT,2/19/2020,VENMO            CASHOUT                    PPD ID: 5264681992,90,ACH_CREDIT,1319.01
DEBIT,2/18/2020,VZWRLSS*APOCC VISN 800-922-0204 FL           02/15,-132.57,DEBIT_CARD,1229.01
DEBIT,2/18/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-141.18,ACH_DEBIT,1361.58
DEBIT,2/18/2020,REI #56 PARADISE VAL 1 PHOENIX AZ            02/18,-18,DEBIT_CARD,1502.76
DEBIT,2/18/2020,TARGET        00032615 PHOENIX AZ            02/17,-4.89,DEBIT_CARD,1520.76
DEBIT,2/18/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/17,-70.52,DEBIT_CARD,1525.65
DEBIT,2/18/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/17,-7.48,DEBIT_CARD,1596.17
DEBIT,2/18/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/16,-32.93,DEBIT_CARD,1603.65
DEBIT,2/18/2020,IKEA TEMPE TEMPE AZ                  794854  02/16,-269.17,DEBIT_CARD,1636.58
DEBIT,2/18/2020,ARCO #42878 AMPM SEDONA AZ                   02/15,-4,DEBIT_CARD,1905.75
DEBIT,2/18/2020,THE HUDSON SEDONA AZ                         02/15,-26.91,DEBIT_CARD,1909.75
DEBIT,2/18/2020,PINK JEEP TOURS INC 9282829000 AZ            02/15,-35,DEBIT_CARD,1936.66
DEBIT,2/18/2020,CVS/PHARMACY #09297 PHOENIX AZ               02/15,-16,DEBIT_CARD,1971.66
DEBIT,2/18/2020,POMO DOWNTOWN PHOENIX AZ                     02/14,-71.52,DEBIT_CARD,1987.66
DEBIT,2/18/2020,PARKMOBILE 770-818-9036 AZ                   02/15,-6.35,DEBIT_CARD,2059.18
DEBIT,2/18/2020,KT VAL GAS STATION PHOENIX AZ                02/14,-50.77,DEBIT_CARD,2065.53
DEBIT,2/18/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           02/15,-5.23,DEBIT_CARD,2116.3
